File_Name,Channel_1_mean,Channel_1_std,Channel_1_max,Channel_1_min,Channel_1_rms,Channel_1_peak_to_peak,Channel_2_mean,Channel_2_std,Channel_2_max,Channel_2_min,Channel_2_rms,Channel_2_peak_to_peak,Channel_3_mean,Channel_3_std,Channel_3_max,Channel_3_min,Channel_3_rms,Channel_3_peak_to_peak,Channel_4_mean,Channel_4_std,Channel_4_max,Channel_4_min,Channel_4_rms,Channel_4_peak_to_peak,Channel_5_mean,Channel_5_std,Channel_5_max,Channel_5_min,Channel_5_rms,Channel_5_peak_to_peak,Channel_6_mean,Channel_6_std,Channel_6_max,Channel_6_min,Channel_6_rms,Channel_6_peak_to_peak,Channel_7_mean,Channel_7_std,Channel_7_max,Channel_7_min,Channel_7_rms,Channel_7_peak_to_peak,Channel_8_mean,Channel_8_std,Channel_8_max,Channel_8_min,Channel_8_rms,Channel_8_peak_to_peak
2003.11.10.14.25,-0.11743867187500001,0.10009139987383948,0.427,-0.669,0.15430531416794677,1.096,-0.11755546875,0.09030138042151002,0.588,-0.554,0.14823504153560488,1.142,-0.11749975585937497,0.09246274006712998,0.32,-0.586,0.14951772780421183,0.9059999999999999,-0.11776860351562499,0.07550393926371586,0.225,-0.518,0.13989384839355654,0.743,-0.11483925781250001,0.11138726364263064,0.53,-0.647,0.15998492940498724,1.177,-0.11425507812499999,0.11473459001577356,0.464,-0.63,0.16192050217139736,1.094,-0.11403164062500001,0.07487871687641522,0.31,-0.593,0.13641861055108098,0.903,-0.11280336914062498,0.07847549414950036,0.291,-0.522,0.13741544044060106,0.813
2003.11.10.14.35,-0.11808554687499999,0.10144379796998891,0.464,-0.667,0.15567607564216074,1.131,-0.11734082031250001,0.09075145678125965,0.618,-0.579,0.1483397958052095,1.197,-0.11777509765624998,0.09271043949205923,0.315,-0.708,0.1498872883828045,1.023,-0.117470654296875,0.07494445220410553,0.256,-0.659,0.13934139922187294,0.915,-0.114091064453125,0.11086230663953034,0.476,-0.945,0.15908243781600903,1.4209999999999998,-0.1143630859375,0.11402235811046331,0.398,-0.591,0.16149307593274317,0.989,-0.11448798828125,0.07324555402100262,0.291,-0.583,0.13591324675884706,0.8739999999999999,-0.114359814453125,0.07781118332448234,0.461,-0.518,0.1383211748508137,0.9790000000000001
2003.11.10.14.45,-0.11671523437500002,0.09858342042929337,0.439,-0.762,0.1527780636045306,1.201,-0.11732250976562497,0.09135938190070686,0.562,-0.732,0.14869804288888397,1.294,-0.117564208984375,0.08963361065167645,0.237,-0.667,0.14783615049296342,0.904,-0.11636713867187501,0.07373258086273658,0.171,-0.437,0.13775995224795692,0.608,-0.11428017578124998,0.11173746878831246,0.479,-0.715,0.15982872241187598,1.194,-0.114361572265625,0.11301302805268673,0.449,-0.752,0.16078094949558897,1.201,-0.11422651367187502,0.07102414181708448,0.259,-0.471,0.13450697062414413,0.73,-0.11172392578125001,0.0777539906395131,0.405,-0.549,0.13611729740317263,0.9540000000000001
2003.11.10.14.55,-0.11860976562499999,0.10059658596472133,0.413,-0.642,0.1555247556158665,1.055,-0.117491943359375,0.08995982737066191,0.54,-0.728,0.14797677958018235,1.268,-0.11781176757812499,0.09198444782038417,0.344,-0.769,0.14946822813127586,1.113,-0.11692534179687501,0.0761445072141588,0.281,-0.447,0.1395332273446118,0.728,-0.11444736328125,0.10915598278166931,0.498,-0.645,0.15815570662819126,1.143,-0.11413300781249999,0.11291006119162639,0.447,-0.762,0.1605460226558883,1.209,-0.113794287109375,0.07334406966656204,0.293,-0.476,0.13538276232218183,0.7689999999999999,-0.128703564453125,0.0780974468099449,0.264,-0.54,0.15054507199231687,0.804
2003.11.10.15.05,-0.11655102539062501,0.09869052418737201,0.479,-0.735,0.15272184219680032,1.214,-0.117281982421875,0.08956223355451297,0.457,-0.691,0.14756848267864695,1.148,-0.116568212890625,0.09034210930783636,0.269,-0.764,0.14747828643804867,1.033,-0.11668984375,0.07501462483955602,0.259,-0.503,0.13872171269926978,0.762,-0.11431181640624999,0.10856823727743208,0.562,-0.833,0.15765231845940295,1.395,-0.11374912109375002,0.11279373523477222,0.676,-0.789,0.1601914144322738,1.465,-0.11439008789062499,0.07226889911091225,0.283,-0.537,0.13530663688943026,0.8200000000000001,-0.107372802734375,0.0784227347442173,0.342,-0.552,0.1329625665057533,0.8940000000000001
2003.11.10.15.15,-0.11685170898437502,0.10024046738114457,0.503,-0.845,0.15395607553246923,1.3479999999999999,-0.116494140625,0.09068542094039414,0.569,-0.642,0.14763038430856215,1.2109999999999999,-0.117191943359375,0.09097745859387323,0.256,-0.652,0.14836053909495905,0.908,-0.1165310546875,0.07585503825439108,0.21,-0.498,0.13904486159206406,0.708,-0.11449936523437501,0.1074806223432139,0.464,-0.732,0.15704199698921106,1.196,-0.11480991210937501,0.11307221813106087,0.718,-0.642,0.1611416843390953,1.3599999999999999,-0.11429101562499999,0.07356097715968199,0.239,-0.574,0.1359178193368377,0.813,-0.17245703125,0.07820260713724014,0.291,-0.593,0.18935964562341417,0.8839999999999999
2003.11.10.15.25,-0.116156396484375,0.10014699549240258,0.442,-0.73,0.15336795346613524,1.172,-0.1171388671875,0.09001236489000684,0.593,-0.586,0.14772860264370777,1.1789999999999998,-0.11685546875000001,0.09149000121136339,0.31,-0.693,0.1484103126418023,1.003,-0.11694609375000001,0.0742691402911395,0.212,-0.508,0.1385362553376146,0.72,-0.113859765625,0.11027265109905457,0.759,-1.018,0.15850584786875765,1.7770000000000001,-0.11373046875,0.11299604575741368,0.564,-0.62,0.16032069697611176,1.184,-0.11390283203125,0.07535496295001642,0.251,-0.537,0.1365731510434518,0.788,-0.11452192382812501,0.07856290776426882,0.388,-0.508,0.13887908954796568,0.896
2003.11.10.15.35,-0.11761054687499999,0.10147650439116894,0.508,-0.889,0.155337444551169,1.397,-0.117127001953125,0.09067231002930706,0.596,-0.679,0.1481222548862193,1.275,-0.11705854492187502,0.09226788836254327,0.337,-0.801,0.14905054901646414,1.1380000000000001,-0.11676279296875,0.07611130048126445,0.225,-0.571,0.1393789075965675,0.7959999999999999,-0.11360869140625,0.11075785676246948,0.53,-0.74,0.15866391397433838,1.27,-0.11364311523437501,0.11450545039592412,0.425,-0.684,0.1613265502344449,1.109,-0.11383686523437501,0.0749027944182166,0.276,-0.591,0.13626907388709616,0.867,-0.11313613281250001,0.07898230816463654,0.361,-0.525,0.13797822129155474,0.886
2003.11.10.15.45,-0.11776152343749999,0.1000416766864772,0.391,-0.654,0.15451897448715643,1.045,-0.116829345703125,0.09096163837798786,0.327,-0.579,0.14806456589551778,0.9059999999999999,-0.11725493164062502,0.09133775264744985,0.332,-0.591,0.14863143695979789,0.923,-0.11675605468749999,0.07586645121772871,0.303,-0.483,0.1392397024076197,0.786,-0.11484282226562499,0.10883329493392839,0.408,-0.642,0.15821997317693293,1.05,-0.11488505859375,0.1143622899845241,0.498,-0.835,0.16210277622111766,1.333,-0.11465141601562501,0.07415274514306744,0.337,-0.53,0.13654148383052173,0.867,-0.115420556640625,0.07752180097400119,0.288,-0.486,0.13903788879828538,0.774
2003.11.10.15.55,-0.11704970703124999,0.09914843802897776,0.469,-0.686,0.15339832684774465,1.155,-0.1165412109375,0.08885146082491346,0.605,-0.63,0.14654840817115689,1.2349999999999999,-0.11669999999999998,0.091467305677015,0.396,-0.552,0.1482739289552027,0.9480000000000001,-0.11686142578125,0.07569487820353764,0.281,-0.503,0.13923472060472203,0.784,-0.113673876953125,0.10930129141902978,0.464,-0.784,0.1576975669039376,1.248,-0.11369609375,0.11213885446201825,0.439,-0.728,0.15969321968719433,1.167,-0.113909033203125,0.07403921361532848,0.291,-0.518,0.1358568106428488,0.8089999999999999,-0.11296357421875,0.07955609165888845,0.444,-0.554,0.13816635198308053,0.998
2003.11.10.16.05,-0.11658178710937499,0.09928743808584241,0.415,-0.859,0.15313167029476832,1.274,-0.11724306640625,0.0900937093564093,0.439,-0.686,0.14786078954860718,1.125,-0.11679560546875001,0.09055612749439898,0.259,-0.503,0.14778912572849787,0.762,-0.11784980468750002,0.07420748598709132,0.186,-0.518,0.13926710825390987,0.704,-0.11454150390625,0.10836698146555995,0.43,-1.016,0.15768055932505598,1.446,-0.11473901367187503,0.1142576511276801,0.73,-0.657,0.16192545229089025,1.387,-0.11431704101562501,0.07313452543885333,0.281,-0.625,0.13570941263499145,0.906,-0.11340205078125001,0.07836118346425924,0.376,-0.508,0.13784230190805905,0.884
2003.11.10.16.15,-0.117651123046875,0.09871181131493183,0.349,-0.767,0.15357671844151907,1.116,-0.117271826171875,0.08983400972845228,0.476,-0.674,0.14772552425893817,1.15,-0.11694360351562501,0.09167518606121519,0.261,-0.728,0.14859389672048487,0.989,-0.117301025390625,0.07434435922750679,0.229,-0.547,0.13887625537377016,0.776,-0.11303447265625,0.10611287467131861,0.525,-0.586,0.15503784757177036,1.111,-0.11424252929687499,0.11185232014284295,0.535,-0.737,0.1598821347789814,1.272,-0.113986572265625,0.07404996904387655,0.3,-0.571,0.13592768876231814,0.871,-0.11381069335937499,0.07805461800246953,0.454,-0.596,0.1380050626406623,1.05
2003.11.10.16.25,-0.11563413085937499,0.1005062181161261,0.464,-0.879,0.15320819853914272,1.343,-0.115963427734375,0.0906208133751086,0.439,-0.723,0.14717217260294785,1.162,-0.11639956054687502,0.0919018948188298,0.342,-0.708,0.1483064933399643,1.05,-0.11590571289062498,0.0757508324687368,0.31,-0.522,0.1384641574574107,0.8320000000000001,-0.11356601562500002,0.10772035345368701,0.476,-0.71,0.1565276795110852,1.186,-0.1134962890625,0.11493922301037597,0.432,-0.708,0.16153152205432691,1.14,-0.11340390624999999,0.07455161634978957,0.249,-0.527,0.13571436715810525,0.776,-0.11293740234375,0.07845101033727789,0.305,-0.522,0.13751151904874642,0.827
2003.11.14.11.02,-0.11806396484375,0.09695400815624522,0.496,-0.757,0.1527716580134794,1.2530000000000001,-0.117356201171875,0.08707158695860998,0.449,-0.737,0.1461298710359534,1.186,-0.11764096679687501,0.09077695639288601,0.242,-0.671,0.1485929099279618,0.913,-0.117049072265625,0.07471322441482246,0.2,-0.535,0.13886162616325334,0.7350000000000001,-0.113729833984375,0.11340372606971905,0.781,-0.706,0.16060784608670078,1.487,-0.114412451171875,0.11542545429525151,0.596,-0.757,0.16252152005941203,1.353,-0.11424921875,0.06956169206751586,0.232,-0.457,0.1337599080004216,0.6890000000000001,-0.114122314453125,0.0749209898286784,0.237,-0.542,0.13651760828935905,0.779
2003.11.14.11.12,-0.1195626953125,0.0959780913464971,0.332,-0.715,0.15332003172744993,1.047,-0.11852651367187501,0.08888105904184651,0.706,-0.574,0.1481498467755177,1.2799999999999998,-0.11923105468749999,0.08953984705921512,0.352,-0.618,0.14910878114075393,0.97,-0.1191068359375,0.07353508285370465,0.305,-0.588,0.1399780224797584,0.893,-0.11655566406250002,0.11099514007496972,0.454,-0.974,0.16095075006135418,1.428,-0.11669501953124999,0.11626268980890293,0.447,-0.686,0.16472625967039983,1.133,-0.11635512695312497,0.06811064146335938,0.278,-0.508,0.13482423761634302,0.786,-0.11675869140624999,0.07655011617096072,0.4,-0.532,0.1396155876135881,0.932
2003.11.14.11.22,-0.1189060546875,0.09667645108199571,0.435,-0.798,0.1532481191896209,1.233,-0.11835444335937499,0.08870425265039082,0.557,-0.774,0.14790611448203173,1.331,-0.117998828125,0.089604994708731,0.3,-0.657,0.14816470063960915,0.9570000000000001,-0.11891586914062499,0.0736812046858059,0.232,-0.522,0.13989247248305348,0.754,-0.115414697265625,0.11322268248417477,0.496,-0.859,0.16167847158427778,1.355,-0.115855224609375,0.11550891464450654,0.554,-0.798,0.16359933505867505,1.352,-0.116342724609375,0.07088494935951851,0.271,-0.52,0.13623621256932525,0.791,-0.11663930664062501,0.07641536070367252,0.366,-0.52,0.13944187034416214,0.886
2003.11.14.11.32,-0.11814443359375,0.0979508194230949,0.566,-0.745,0.1534681407160579,1.311,-0.11856811523437501,0.08954471238752652,0.613,-0.657,0.14858214383564694,1.27,-0.11814277343750001,0.09044029575479227,0.269,-0.581,0.1487856243449573,0.85,-0.117881005859375,0.07346566780649225,0.21,-0.588,0.1388997332203049,0.7979999999999999,-0.1153396484375,0.11226373702428427,0.706,-0.969,0.1609545934490338,1.6749999999999998,-0.11484404296875002,0.1165629360483722,0.53,-0.735,0.16363395816768903,1.2650000000000001,-0.11552797851562499,0.0693888063290122,0.256,-0.498,0.13476468477932887,0.754,-0.115523193359375,0.0767536469076915,0.447,-0.615,0.13869654111612922,1.062
2003.11.14.11.42,-0.118004296875,0.09818303011932289,0.437,-0.73,0.15350870165686048,1.167,-0.117561865234375,0.0898808628826878,0.493,-0.82,0.14798432913630374,1.313,-0.118513818359375,0.08981246251124726,0.374,-0.684,0.1487003818571194,1.058,-0.1176685546875,0.07468144070256727,0.242,-0.591,0.1393671638071761,0.833,-0.115370068359375,0.11260796994490449,0.64,-0.93,0.16121664792557677,1.57,-0.11473481445312499,0.11573236205918205,0.679,-0.679,0.1629664299031878,1.358,-0.11558291015625,0.06874629294641814,0.198,-0.469,0.1344821992460805,0.667,-0.11622709960937501,0.0776435762921782,0.356,-0.54,0.1397757619297669,0.896
2003.11.14.11.52,-0.11771752929687503,0.09851175693907682,0.635,-0.808,0.15349913015709366,1.443,-0.11769453125,0.08958591726189598,0.554,-0.62,0.14791091662826142,1.174,-0.11817285156250001,0.08931652646448524,0.303,-0.737,0.14812921638250082,1.04,-0.11796787109375,0.07498625487953364,0.249,-0.625,0.1397832501813075,0.874,-0.11485751953125001,0.11111802043296588,0.376,-0.686,0.15981071383925577,1.062,-0.11442080078124998,0.11751413843189253,0.454,-0.64,0.16401735390748293,1.094,-0.11499311523437501,0.06929140868703981,0.266,-0.471,0.13425615765818946,0.737,-0.11398842773437501,0.0767650650223104,0.552,-0.596,0.1374272056953585,1.1480000000000001
2003.11.14.12.02,-0.11768500976562501,0.0979610097116724,0.496,-0.635,0.1531212622311664,1.131,-0.1181169921875,0.08875061335800342,0.4,-0.642,0.14774401921852454,1.042,-0.117871826171875,0.08998054871827388,0.32,-0.605,0.14829115466788426,0.925,-0.11798017578125002,0.0749137752892891,0.273,-0.491,0.1397547695267276,0.764,-0.113709716796875,0.11212619609572225,0.491,-0.691,0.1596940310247126,1.182,-0.11490849609375,0.11538384194723232,0.378,-0.623,0.16284162077623537,1.001,-0.114559765625,0.06952004925474786,0.229,-0.481,0.13400364602665668,0.71,-0.1147556640625,0.07715775658682765,0.386,-0.51,0.1382829773903408,0.896
2003.11.14.12.12,-0.11786445312499998,0.09932688932736657,0.474,-0.723,0.1541358499957302,1.197,-0.1168861328125,0.08965966043904505,0.569,-0.686,0.14731334886528868,1.255,-0.11704204101562499,0.08984550944002366,0.32,-0.623,0.1475501776740395,0.9430000000000001,-0.11725380859374998,0.07413772178948608,0.269,-0.603,0.1387258354520707,0.872,-0.114888525390625,0.11179772787573587,0.452,-0.784,0.1603062856678096,1.236,-0.11374174804687501,0.1140934609318741,0.386,-0.637,0.1611040132218061,1.0230000000000001,-0.11486264648437498,0.07248899317867934,0.251,-0.479,0.1358237154897963,0.73,-0.114667822265625,0.07743446800803348,0.447,-0.559,0.13836475815332502,1.006
2003.11.14.12.22,-0.11847583007812501,0.0980610490342107,0.388,-0.859,0.15379366583312404,1.2469999999999999,-0.1176994140625,0.08974145741709447,0.552,-0.586,0.14800905799984,1.138,-0.118045703125,0.09148501713637656,0.293,-0.593,0.14934622990460372,0.8859999999999999,-0.11832719726562502,0.07550644841665011,0.291,-0.469,0.14036576992,0.76,-0.11536015625,0.1112556186009861,0.391,-0.723,0.1602678330804797,1.1139999999999999,-0.11491010742187502,0.11483162425521126,0.403,-0.718,0.16245194586953052,1.121,-0.115352880859375,0.0699352772525852,0.254,-0.491,0.13489710940918315,0.745,-0.11524038085937502,0.07651293344670933,0.4,-0.491,0.13832777871864485,0.891
2003.11.14.12.32,-0.117973876953125,0.09961195977630923,0.42,-0.732,0.1544032971598344,1.152,-0.116762158203125,0.09007879864031705,0.471,-0.571,0.1474706464105124,1.0419999999999998,-0.1174306640625,0.09170971088949098,0.31,-0.583,0.1489987648727121,0.893,-0.116989697265625,0.07576833035040458,0.229,-0.569,0.1393823129037204,0.7979999999999999,-0.114171435546875,0.11590494764741557,0.74,-0.862,0.16269318849904066,1.6019999999999999,-0.11455258789062499,0.11715122008466775,0.496,-0.815,0.16384963765527719,1.311,-0.11474130859375001,0.07056115458088524,0.229,-0.481,0.1347013156342348,0.71,-0.11455566406249999,0.07752768297888597,0.271,-0.564,0.13832404634363107,0.835
2003.11.14.12.42,-0.1175513671875,0.09946340259191845,0.605,-0.735,0.15398471477004624,1.3399999999999999,-0.117255322265625,0.08846860537338966,0.479,-0.688,0.14688602634807751,1.1669999999999998,-0.11758276367187499,0.09241441345502939,0.266,-0.659,0.14955310136186786,0.925,-0.1175994140625,0.0755566993977068,0.212,-0.496,0.1397799592635466,0.708,-0.11421113281249999,0.11263806351594911,0.493,-0.708,0.1604104616630022,1.201,-0.11527543945312499,0.11669244960672065,0.554,-0.879,0.16402912770702685,1.433,-0.11456552734374999,0.07148399079893498,0.227,-0.457,0.1350378502350128,0.684,-0.113617822265625,0.07705380618503685,0.298,-0.625,0.13728182175358972,0.923
2003.11.14.12.52,-0.11853310546875,0.09845859187589567,0.386,-0.652,0.15409150335514932,1.038,-0.11835747070312501,0.08961337364579454,0.42,-0.554,0.1484555408444625,0.974,-0.1185771484375,0.08973527584909038,0.261,-0.73,0.14870426982195653,0.991,-0.11832705078124998,0.07549337570984446,0.205,-0.542,0.14035861470767033,0.747,-0.11615634765624998,0.11300627691334952,0.586,-1.426,0.16205775428117056,2.012,-0.11619169921874999,0.11829283740073099,0.505,-0.867,0.16581226235612448,1.3719999999999999,-0.11491953124999998,0.07242714530024481,0.234,-0.483,0.13583883847803802,0.717,-0.114859423828125,0.07728724586311461,0.386,-0.571,0.13844134359083046,0.957
2003.11.14.13.02,-0.11703818359375,0.09842320187340568,0.53,-0.679,0.15292175478308342,1.209,-0.117597314453125,0.08852621876485782,0.579,-0.581,0.1471938170419893,1.16,-0.1175759765625,0.09197624995446896,0.254,-0.615,0.1492773955437075,0.869,-0.11722744140625001,0.07609236092736558,0.251,-0.537,0.13975807815706487,0.788,-0.11463823242187501,0.11244271863410628,0.554,-0.725,0.16057798512448904,1.279,-0.11549516601562501,0.11723385823086731,0.449,-0.725,0.16456886366707366,1.174,-0.114521875,0.07229133164397634,0.376,-0.449,0.1354300427688591,0.825,-0.11261733398437498,0.07629687853472356,0.41,-0.537,0.13602895863708808,0.9470000000000001
2003.11.14.13.12,-0.116827783203125,0.09868423037039276,0.498,-0.811,0.1529290955049206,1.3090000000000002,-0.11731269531249999,0.08971669099736425,0.535,-0.703,0.14768667213056158,1.238,-0.11708032226562501,0.09172045539030821,0.33,-0.691,0.14872943151517834,1.021,-0.116276953125,0.07452734237721283,0.259,-0.471,0.1381110226949455,0.73,-0.1129259765625,0.11385554336485203,0.488,-0.811,0.16036009770981058,1.299,-0.11374985351562499,0.1157182642229965,0.588,-0.757,0.1622644318685071,1.345,-0.115015087890625,0.07181133536977245,0.259,-0.562,0.1355925452599741,0.8210000000000001,-0.11527685546875,0.07646146848936021,0.322,-0.559,0.13832971325898316,0.881
2003.11.14.13.22,-0.118795947265625,0.09781559356719903,0.508,-0.923,0.15388426635507813,1.431,-0.118580859375,0.08832983676722138,0.537,-0.676,0.1478633838157287,1.213,-0.11844956054687501,0.09291464179012136,0.371,-0.657,0.15054377786124,1.028,-0.11888784179687502,0.07506811209655266,0.225,-0.527,0.14060419759331289,0.752,-0.11505253906249999,0.1142854139135739,0.623,-0.991,0.16216732894798816,1.6139999999999999,-0.11494013671875,0.11703300328451717,0.505,-0.906,0.16403645596853994,1.411,-0.11562866210937502,0.07262728622132394,0.254,-0.535,0.13654563414872745,0.789,-0.11487490234375,0.0768704932303849,0.464,-0.498,0.13822198058908267,0.962
2003.11.14.13.32,-0.118821435546875,0.09758424194943288,0.417,-0.754,0.15375700901833914,1.171,-0.11690268554687502,0.08815109738029549,0.4,-0.627,0.14641329808942177,1.0270000000000001,-0.116983056640625,0.0913777998247561,0.283,-0.637,0.14844169846036145,0.9199999999999999,-0.1167328125,0.07461535543767009,0.215,-0.515,0.13854241509822904,0.73,-0.11370009765625,0.11571330200849517,0.527,-0.898,0.1622260166211018,1.425,-0.11357939453125002,0.11672025787690908,0.483,-0.649,0.16286158988827754,1.1320000000000001,-0.114606787109375,0.07249226065122932,0.298,-0.54,0.13560915716078828,0.8380000000000001,-0.11338208007812497,0.07665203413530214,0.288,-0.574,0.1368613547350817,0.8619999999999999
2003.11.14.13.42,-0.116404833984375,0.09761200410693974,0.474,-0.676,0.15191507074909694,1.15,-0.116955322265625,0.08901906345382951,0.422,-0.742,0.14697938993087814,1.164,-0.116247216796875,0.09113696855915397,0.283,-0.664,0.1477137855827,0.9470000000000001,-0.115734765625,0.0760579019919286,0.22,-0.493,0.13848949573771832,0.713,-0.11412641601562501,0.11378119286186589,0.544,-0.732,0.16115520060376776,1.276,-0.11457983398437499,0.11788967454707892,0.547,-0.701,0.1643974261377079,1.248,-0.11444931640625,0.07149347428099347,0.242,-0.547,0.13494429550975842,0.789,-0.11435195312500002,0.0770209961234049,0.273,-0.537,0.13787169044928604,0.81
2003.11.14.13.52,-0.11781162109374999,0.09727765995679034,0.591,-0.813,0.15278259453028756,1.404,-0.1175244140625,0.08833036459906385,0.618,-0.688,0.1470178261672288,1.306,-0.11763032226562498,0.09247231114559148,0.332,-0.679,0.14962627123911723,1.0110000000000001,-0.11722197265625,0.07505201481211965,0.208,-0.474,0.13918978339224922,0.6819999999999999,-0.11488212890625,0.11374579264608652,0.532,-0.679,0.16166635050844302,1.211,-0.11480087890624999,0.11537907038124387,0.447,-0.798,0.1627623165222451,1.245,-0.11504580078125,0.07230887085712365,0.278,-0.483,0.13588270339535952,0.761,-0.11535356445312499,0.07598908190226647,0.278,-0.513,0.13813321613714286,0.791
2003.11.14.14.02,-0.11736025390625,0.09840143933905658,0.452,-0.64,0.1531544072527379,1.092,-0.11763876953125,0.0883864631933516,0.493,-0.535,0.14714294741052406,1.028,-0.11724970703125,0.09287347297445081,0.266,-0.62,0.14957598664641994,0.886,-0.116982421875,0.07515750962817702,0.229,-0.549,0.13904509441634394,0.778,-0.11412353515625,0.11458880917560807,0.535,-0.664,0.16172438426175487,1.199,-0.11423178710937498,0.11594733295283921,0.476,-0.669,0.16276573719637105,1.145,-0.11356674804687499,0.07217981992269888,0.271,-0.615,0.13456348934988133,0.886,-0.11311606445312501,0.07656896181749068,0.312,-0.53,0.13659447262305996,0.8420000000000001
2003.11.14.14.12,-0.11804648437499998,0.10068059696300911,0.503,-0.786,0.1551501049890879,1.2890000000000001,-0.11738364257812499,0.09070254944914931,0.764,-0.652,0.14834376300163205,1.416,-0.11720380859374999,0.09139857000399877,0.347,-0.681,0.14862850112833761,1.028,-0.11724975585937499,0.07533292173160472,0.244,-0.579,0.1393648246355698,0.823,-0.11394277343749999,0.11543052964592729,0.491,-0.908,0.16219482973562613,1.399,-0.113537451171875,0.11969622954354484,0.459,-0.698,0.16497860523579072,1.157,-0.11398461914062501,0.07398546367831177,0.32,-0.535,0.13589092036014816,0.855,-0.11369941406249999,0.07773652528212158,0.481,-0.554,0.13773352577021236,1.0350000000000001
2003.11.14.14.22,-0.11732109375,0.09754783594340374,0.437,-0.691,0.15257725694197513,1.128,-0.117292431640625,0.08829603848117953,0.674,-0.593,0.1468118010639493,1.267,-0.11735810546874999,0.09051221960151018,0.342,-0.62,0.1482072427933475,0.962,-0.11813505859375,0.07503009175879038,0.227,-0.471,0.13994787150321814,0.698,-0.114718408203125,0.11323650647834074,0.691,-0.723,0.16119187194172702,1.414,-0.11578452148437499,0.11647387215672525,0.457,-0.723,0.16423220850535644,1.18,-0.114938671875,0.07226852020277283,0.295,-0.488,0.13577053179791077,0.7829999999999999,-0.11463735351562501,0.07611312562117158,0.278,-0.52,0.13760425397817694,0.798
2003.11.14.14.32,-0.12130087890624999,0.09859250543592943,0.459,-0.708,0.1563150195968465,1.167,-0.12032553710937499,0.09062419305785456,0.459,-0.896,0.15063525234169747,1.355,-0.1195392578125,0.09026481343669669,0.273,-0.635,0.1497910901994007,0.908,-0.11954853515625001,0.07521751652890507,0.232,-0.552,0.14124279468624676,0.784,-0.11388974609375,0.11459794678167737,0.515,-0.903,0.16156597312514479,1.4180000000000001,-0.11434472656249998,0.11574383889314413,0.41,-0.708,0.16270019279145,1.1179999999999999,-0.11419184570312499,0.07072086664082475,0.234,-0.518,0.13431760347592428,0.752,-0.11369526367187502,0.07636887990150795,0.652,-0.649,0.13696283729109923,1.3010000000000002
2003.11.14.14.42,-0.11709428710937501,0.09839435238185233,0.464,-0.811,0.15294613644776017,1.2750000000000001,-0.11667666015625003,0.0906964752739967,0.513,-0.564,0.14778123579245014,1.077,-0.11703549804687499,0.09030541202530744,0.242,-0.657,0.14782548915576307,0.899,-0.11622485351562499,0.07346999266201056,0.203,-0.515,0.1374992959854136,0.718,-0.11353056640624999,0.11563214396541543,0.442,-0.696,0.1620493203520536,1.138,-0.11367333984374998,0.11780701592084221,0.61,-0.642,0.1637074255841996,1.252,-0.11390463867187499,0.07120675248581747,0.229,-0.444,0.13433044446642345,0.673,-0.121628466796875,0.07662118669263973,0.256,-0.525,0.14375079194754678,0.781
2003.11.14.14.52,-0.11801132812500001,0.09826920220568769,0.544,-0.798,0.1535692341192361,1.342,-0.11786147460937499,0.08989887548056025,0.43,-0.649,0.14823338021432833,1.079,-0.11738144531250001,0.09047228947880159,0.271,-0.605,0.14820134569965113,0.876,-0.11781933593749998,0.07497220368470084,0.291,-0.601,0.1396503750302653,0.8919999999999999,-0.115553173828125,0.11470385188557423,0.632,-0.881,0.16281741190407317,1.513,-0.11584736328125,0.11970676592198472,0.603,-0.723,0.16658427712938204,1.326,-0.11488608398437501,0.0715371547755134,0.208,-0.454,0.13533800946755728,0.662,-0.11435932617187501,0.07647829767693304,0.352,-0.486,0.13757538114810686,0.838
2003.11.14.15.02,-0.11676801757812501,0.09886986960543928,0.425,-0.916,0.15300333671172625,1.341,-0.1170896484375,0.09031056318356481,0.566,-0.759,0.1478715104195193,1.325,-0.11805415039062499,0.09116316420127331,0.278,-0.652,0.14915597517914134,0.93,-0.11696879882812501,0.07481978186889313,0.227,-0.642,0.13885135814317096,0.869,-0.11437124023437502,0.11592624407550693,0.75,-0.723,0.1628486249810023,1.4729999999999999,-0.11408271484375002,0.11945666175295906,0.613,-0.671,0.16518099122865576,1.284,-0.11407563476562502,0.07246895342850519,0.229,-0.549,0.13514806568428248,0.778,-0.041233349609375004,0.07829423289988656,0.422,-0.5,0.08848828185353484,0.9219999999999999
2003.11.14.15.12,-0.114743310546875,0.0995851329774381,0.439,-0.652,0.15193164918933325,1.091,-0.114907666015625,0.09085477454938569,0.447,-0.688,0.14648672898108595,1.135,-0.11557841796874999,0.0917111096851667,0.344,-0.691,0.14754422503047604,1.035,-0.11618466796875,0.07542819225464586,0.208,-0.515,0.13852180065900277,0.723,-0.11414941406250001,0.11191235209054418,0.579,-0.718,0.15985763441653328,1.297,-0.11426997070312499,0.1174712586049938,0.503,-0.923,0.16388142909657083,1.4260000000000002,-0.11450361328125,0.06998310124308903,0.259,-0.498,0.13419654210918586,0.757,-0.11399877929687499,0.07614186779763817,0.381,-0.554,0.13708867828121557,0.935
